,id,denial_constraint,succinctness,coverage,deegre of approximation,interestingness
0,0,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""Condition"" ""UNEQUAL"" t1.""Condition"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.5,0.6611111111111112,0.0,0.5001611111111111
1,1,"['¬((t0.""Condition"" ""UNEQUAL"" t1.""Condition"") ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName""))']",0.6666666666666666,0.9111111111111112,0.0,0.666911111111111
2,2,"['¬((t0.""PhoneNumber"" ""UNEQUAL"" t1.""PhoneNumber"" ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber"") ^ (t0.""Condition"" ""EQUAL"" t1.""Condition""))']",0.5714285714285714,0.7333333333333334,0.0,0.5715904761904762
3,7,"['¬((t0.""ZIPCode"" ""LESS_EQUAL"" t1.""ZIPCode"" ^ (t0.""CountyName"" ""UNEQUAL"" t1.""CountyName"") ^ (t0.""PhoneNumber"" ""LESS_EQUAL"" t1.""PhoneNumber"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.4444444444444444,0.7472222222222223,0.0,0.4447472222222222
4,8,"['¬((t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber"" ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.5714285714285714,0.5074074074074074,0.0,0.5713645502645502
5,9,"['¬((t0.""MeasureName"" ""EQUAL"" t1.""MeasureName"" ^ (t0.""ZIPCode"" ""GREATER"" t1.""ZIPCode"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.5714285714285714,0.5037037037037038,0.0,0.5713608465608465
6,10,"['¬((t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""City"" ""UNEQUAL"" t1.""City""))']",0.6666666666666666,1.0,0.0,0.6669999999999999
7,15,"['¬((t0.""HospitalOwner"" ""UNEQUAL"" t1.""HospitalOwner"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber""))']",0.5714285714285714,0.6370370370370371,0.0,0.5714941798941798
8,17,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""ZIPCode"" ""LESS_EQUAL"" t1.""ZIPCode"") ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber"") ^ (t0.""PhoneNumber"" ""LESS_EQUAL"" t1.""PhoneNumber""))']",0.4444444444444444,0.5972222222222222,0.0,0.4445972222222222
9,19,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""ZIPCode"" ""GREATER_EQUAL"" t1.""ZIPCode"") ^ (t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber"") ^ (t0.""City"" ""EQUAL"" t1.""City""))']",0.4,0.713888888888889,0.0,0.4003138888888889
10,20,"['¬((t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber"" ^ (t0.""CountyName"" ""UNEQUAL"" t1.""CountyName"") ^ (t0.""Condition"" ""EQUAL"" t1.""Condition""))']",0.5714285714285714,0.725925925925926,0.0,0.5715830687830687
11,21,"['¬((t0.""Sample"" ""EQUAL"" t1.""Sample"" ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""StateAvg"" ""UNEQUAL"" t1.""StateAvg""))']",0.5,0.5055555555555555,0.0,0.5000055555555556
12,22,"['¬((t0.""ZIPCode"" ""LESS"" t1.""ZIPCode"" ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber"") ^ (t0.""HospitalType"" ""EQUAL"" t1.""HospitalType""))']",0.5714285714285714,0.7037037037037037,0.0,0.5715608465608465
13,23,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg""))']",0.5,0.35555555555555557,0.0,0.49985555555555555
14,24,"['¬((t0.""State"" ""UNEQUAL"" t1.""State"" ^ (t0.""ZIPCode"" ""GREATER_EQUAL"" t1.""ZIPCode"") ^ (t0.""CountyName"" ""EQUAL"" t1.""CountyName"") ^ (t0.""PhoneNumber"" ""LESS_EQUAL"" t1.""PhoneNumber""))']",0.4,0.7138888888888888,0.0,0.4003138888888889
15,27,"['¬((t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber"" ^ (t0.""ZIPCode"" ""LESS_EQUAL"" t1.""ZIPCode"") ^ (t0.""City"" ""UNEQUAL"" t1.""City"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.4444444444444444,0.7472222222222222,0.0,0.4447472222222222
16,28,"['¬((t0.""StateAvg"" ""EQUAL"" t1.""StateAvg"" ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.6666666666666666,0.3481481481481481,0.0,0.666348148148148
17,29,"['¬((t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"" ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber"") ^ (t0.""CountyName"" ""UNEQUAL"" t1.""CountyName"") ^ (t0.""PhoneNumber"" ""LESS_EQUAL"" t1.""PhoneNumber""))']",0.4444444444444444,0.6472222222222221,0.0,0.4446472222222222
18,30,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""StateAvg"" ""EQUAL"" t1.""StateAvg"") ^ (t0.""ZIPCode"" ""EQUAL"" t1.""ZIPCode""))']",0.5,0.35555555555555557,0.0,0.49985555555555555
19,31,"['¬((t0.""HospitalType"" ""UNEQUAL"" t1.""HospitalType"" ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""HospitalOwner"" ""EQUAL"" t1.""HospitalOwner"") ^ (t0.""Condition"" ""EQUAL"" t1.""Condition""))']",0.5,0.42777777777777776,0.0,0.4999277777777778
20,34,"['¬((t0.""ProviderNumber"" ""LESS_EQUAL"" t1.""ProviderNumber"" ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""CountyName"" ""UNEQUAL"" t1.""CountyName"") ^ (t0.""PhoneNumber"" ""GREATER_EQUAL"" t1.""PhoneNumber""))']",0.4,0.75,0.0,0.40035
21,36,"['¬((t0.""MeasureCode"" ""EQUAL"" t1.""MeasureCode"" ^ (t0.""Sample"" ""EQUAL"" t1.""Sample"") ^ (t0.""HospitalName"" ""EQUAL"" t1.""HospitalName""))']",0.6666666666666666,0.34074074074074073,0.0,0.6663407407407407
22,42,"['¬((t0.""MeasureName"" ""EQUAL"" t1.""MeasureName"") ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber""))']",0.8,0.5111111111111111,0.0,0.7997111111111112
23,44,"['¬((t0.""HospitalOwner"" ""UNEQUAL"" t1.""HospitalOwner"" ^ (t0.""City"" ""EQUAL"" t1.""City"") ^ (t0.""ProviderNumber"" ""EQUAL"" t1.""ProviderNumber""))']",0.5714285714285714,0.6370370370370371,0.0,0.5714941798941798
24,45,"['¬((t0.""PhoneNumber"" ""EQUAL"" t1.""PhoneNumber"" ^ (t0.""MeasureName"" ""EQUAL"" t1.""MeasureName"") ^ (t0.""StateAvg"" ""UNEQUAL"" t1.""StateAvg""))']",0.5714285714285714,0.6666666666666667,0.0,0.5715238095238095
